,date,maximum temperature (degC)
93,1975-06-02,24.7
94,1975-06-03,24.7
95,1975-06-04,25.9
96,1975-06-05,23.0
97,1975-06-06,17.1
98,1975-06-07,20.2
99,1975-06-08,20.1
100,1975-06-09,22.0
101,1975-06-10,23.0
102,1975-06-11,23.4
103,1975-06-12,18.8
104,1975-06-13,14.8
105,1975-06-14,17.8
106,1975-06-15,19.0
107,1975-06-16,18.0
108,1975-06-17,20.3
109,1975-06-18,20.7
110,1975-06-19,19.1
111,1975-06-20,18.3
112,1975-06-21,15.4
113,1975-06-22,15.0
114,1975-06-23,18.5
115,1975-06-24,19.4
116,1975-06-25,16.5
117,1975-06-26,17.6
118,1975-06-27,18.0
119,1975-06-28,19.5
120,1975-06-29,20.7
121,1975-06-30,21.8
122,1975-07-01,21.5
123,1975-07-02,16.5
124,1975-07-03,17.7
125,1975-07-04,13.7
126,1975-07-05,16.4
127,1975-07-06,19.0
128,1975-07-07,19.0
129,1975-07-08,17.1
130,1975-07-09,18.9
131,1975-07-10,19.7
132,1975-07-11,22.8
133,1975-07-12,24.7
134,1975-07-13,23.5
135,1975-07-14,21.9
136,1975-07-15,17.7
137,1975-07-16,17.4
138,1975-07-17,21.2
139,1975-07-18,21.2
140,1975-07-19,22.2
141,1975-07-20,21.6
142,1975-07-21,20.6
143,1975-07-22,20.4
144,1975-07-23,23.3
145,1975-07-24,19.7
146,1975-07-25,20.8
147,1975-07-26,22.8
148,1975-07-27,23.3
149,1975-07-28,24.4
150,1975-07-29,22.9
151,1975-07-30,23.7
152,1975-07-31,23.9
153,1975-08-01,26.0
154,1975-08-02,24.5
155,1975-08-03,23.8
156,1975-08-04,17.5
157,1975-08-05,14.7
158,1975-08-06,17.7
159,1975-08-07,20.6
160,1975-08-08,21.4
161,1975-08-09,21.7
162,1975-08-10,22.3
163,1975-08-11,21.0
164,1975-08-12,18.3
165,1975-08-13,17.2
166,1975-08-14,17.7
167,1975-08-15,18.2
168,1975-08-16,18.2
169,1975-08-17,18.8
170,1975-08-18,20.7
171,1975-08-19,22.8
172,1975-08-20,26.6
173,1975-08-21,21.7
174,1975-08-22,19.0
175,1975-08-23,19.0
176,1975-08-24,19.3
177,1975-08-25,22.1
178,1975-08-26,25.5
179,1975-08-27,26.9
180,1975-08-28,23.2
181,1975-08-29,17.6
182,1975-08-30,22.8
183,1975-08-31,19.2
184,1975-09-01,26.0
185,1975-09-02,23.6
186,1975-09-03,25.3
187,1975-09-04,16.9
188,1975-09-05,15.6
189,1975-09-06,17.9
190,1975-09-07,18.5
191,1975-09-08,21.1
192,1975-09-09,23.0
193,1975-09-10,24.1
194,1975-09-11,22.5
195,1975-09-12,23.6
196,1975-09-13,25.0
197,1975-09-14,25.0
198,1975-09-15,26.3
199,1975-09-16,26.2
200,1975-09-17,26.9
201,1975-09-18,28.4
202,1975-09-19,28.6
203,1975-09-20,27.3
204,1975-09-21,32.9
205,1975-09-22,32.8
206,1975-09-23,30.1
207,1975-09-24,24.1
208,1975-09-25,24.3
209,1975-09-26,23.8
210,1975-09-27,25.0
211,1975-09-28,26.8
212,1975-09-29,27.7
213,1975-09-30,23.0
214,1975-10-01,22.5
215,1975-10-02,21.9
216,1975-10-03,21.5
217,1975-10-04,22.7
218,1975-10-05,24.3
219,1975-10-06,25.5
220,1975-10-07,27.2
221,1975-10-08,27.5
222,1975-10-09,26.9
223,1975-10-10,30.0
224,1975-10-11,31.3
225,1975-10-12,27.6
226,1975-10-13,26.3
227,1975-10-14,27.2
228,1975-10-15,29.6
229,1975-10-16,31.1
230,1975-10-17,30.1
231,1975-10-18,27.4
232,1975-10-19,27.4
233,1975-10-20,22.8
234,1975-10-21,27.3
235,1975-10-22,26.3
236,1975-10-23,22.9
237,1975-10-24,30.0
238,1975-10-25,26.0
239,1975-10-26,26.1
240,1975-10-27,27.4
241,1975-10-28,28.0
242,1975-10-29,28.6
243,1975-10-30,29.9
244,1975-10-31,26.1
245,1975-11-01,30.3
246,1975-11-02,31.8
247,1975-11-03,27.4
248,1975-11-04,29.9
249,1975-11-05,23.6
250,1975-11-06,29.0
251,1975-11-07,31.0
252,1975-11-08,31.9
253,1975-11-09,29.4
254,1975-11-10,26.8
255,1975-11-11,25.4
256,1975-11-12,28.1
257,1975-11-13,28.6
258,1975-11-14,29.0
259,1975-11-15,28.0
260,1975-11-16,29.0
261,1975-11-17,28.1
262,1975-11-18,28.8
263,1975-11-19,31.4
264,1975-11-20,34.5
265,1975-11-21,36.7
266,1975-11-22,38.8
267,1975-11-23,39.4
268,1975-11-24,33.7
269,1975-11-25,35.8
270,1975-11-26,36.0
271,1975-11-27,32.8
272,1975-11-28,29.8
273,1975-11-29,32.1
274,1975-11-30,32.5
275,1975-12-01,32.8
276,1975-12-02,32.9
277,1975-12-03,33.4
278,1975-12-04,35.5
279,1975-12-05,33.4
280,1975-12-06,32.7
281,1975-12-07,33.7
282,1975-12-08,30.8
283,1975-12-09,33.2
284,1975-12-10,31.4
285,1975-12-11,33.2
286,1975-12-12,35.2
287,1975-12-13,36.5
288,1975-12-14,35.9
289,1975-12-15,35.9
290,1975-12-16,36.6
291,1975-12-17,36.8
292,1975-12-18,34.3
293,1975-12-19,28.8
294,1975-12-20,24.6
295,1975-12-21,21.8
296,1975-12-22,24.2
297,1975-12-23,27.1
298,1975-12-24,30.5
299,1975-12-25,23.5
300,1975-12-26,24.4
301,1975-12-27,26.0
302,1975-12-28,24.0
303,1975-12-29,28.9
304,1975-12-30,28.9
305,1975-12-31,30.5
306,1976-01-01,30.1
307,1976-01-02,33.1
308,1976-01-03,31.4
309,1976-01-04,30.1
310,1976-01-05,30.3
311,1976-01-06,31.9
312,1976-01-07,30.4
313,1976-01-08,33.7
314,1976-01-09,36.8
315,1976-01-10,37.2
316,1976-01-11,27.7
317,1976-01-12,28.3
318,1976-01-13,28.1
319,1976-01-14,30.8
320,1976-01-15,32.5
321,1976-01-16,32.1
322,1976-01-17,29.1
323,1976-01-18,28.4
324,1976-01-19,27.1
325,1976-01-20,28.0
326,1976-01-21,30.5
327,1976-01-22,30.5
328,1976-01-23,31.9
329,1976-01-24,31.1
330,1976-01-25,29.7
331,1976-01-26,27.6
332,1976-01-27,30.3
333,1976-01-28,31.3
334,1976-01-29,31.7
335,1976-01-30,31.9
336,1976-01-31,31.2
337,1976-02-01,31.6
338,1976-02-02,32.4
339,1976-02-03,26.9
340,1976-02-04,29.6
341,1976-02-05,28.4
342,1976-02-06,27.8
343,1976-02-07,27.7
344,1976-02-08,29.9
345,1976-02-09,25.1
346,1976-02-10,24.5
347,1976-02-11,30.7
348,1976-02-12,32.3
349,1976-02-13,31.4
350,1976-02-14,29.8
351,1976-02-15,28.6
352,1976-02-16,27.4
353,1976-02-17,28.3
354,1976-02-18,28.5
355,1976-02-19,29.6
356,1976-02-20,30.0
357,1976-02-21,28.7
358,1976-02-22,29.5
359,1976-02-23,31.8
360,1976-02-24,29.7
361,1976-02-25,32.2
362,1976-02-26,32.1
363,1976-02-27,33.5
364,1976-02-28,31.6
365,1976-02-29,31.7
366,1976-03-01,30.4
367,1976-03-02,31.1
368,1976-03-03,30.9
369,1976-03-04,31.8
370,1976-03-05,28.5
371,1976-03-06,30.6
372,1976-03-07,30.2
373,1976-03-08,32.5
374,1976-03-09,28.8
375,1976-03-10,30.2
376,1976-03-11,30.8
377,1976-03-12,29.3
378,1976-03-13,28.3
379,1976-03-14,28.2
380,1976-03-15,31.5
381,1976-03-16,32.0
382,1976-03-17,32.2
383,1976-03-18,30.9
384,1976-03-19,34.3
385,1976-03-20,35.2
386,1976-03-21,28.2
387,1976-03-22,23.0
388,1976-03-23,25.4
389,1976-03-24,26.4
390,1976-03-25,25.8
391,1976-03-26,25.3
392,1976-03-27,28.8
393,1976-03-28,29.9
394,1976-03-29,30.4
395,1976-03-30,31.8
396,1976-03-31,31.3
397,1976-04-01,29.3
398,1976-04-02,29.4
399,1976-04-03,26.6
400,1976-04-04,29.2
401,1976-04-05,26.2
402,1976-04-06,26.2
403,1976-04-07,26.2
404,1976-04-08,26.2
405,1976-04-09,26.2
406,1976-04-10,26.2
407,1976-04-11,26.2
408,1976-04-12,26.2
409,1976-04-13,27.8
410,1976-04-14,29.3
411,1976-04-15,26.7
412,1976-04-16,26.3
413,1976-04-17,27.1
414,1976-04-18,27.7
415,1976-04-19,29.2
416,1976-04-20,27.5
417,1976-04-21,26.5
418,1976-04-22,25.2
419,1976-04-23,26.1
420,1976-04-24,27.2
421,1976-04-25,26.9
422,1976-04-26,27.4
423,1976-04-27,26.5
424,1976-04-28,21.4
425,1976-04-29,22.8
426,1976-04-30,21.5
427,1976-05-01,25.3
428,1976-05-02,25.4
429,1976-05-03,25.3
430,1976-05-04,25.5
431,1976-05-05,26.4
432,1976-05-06,25.5
433,1976-05-07,26.0
434,1976-05-08,23.5
435,1976-05-09,25.6
436,1976-05-10,25.3
437,1976-05-11,19.1
438,1976-05-12,22.5
439,1976-05-13,22.8
440,1976-05-14,23.3
441,1976-05-15,24.1
442,1976-05-16,24.1
443,1976-05-17,26.0
444,1976-05-18,22.5
445,1976-05-19,23.3
446,1976-05-20,22.9
447,1976-05-21,23.5
448,1976-05-22,22.9
449,1976-05-23,23.6
450,1976-05-24,23.2
451,1976-05-25,19.9
452,1976-05-26,22.6
453,1976-05-27,23.5
454,1976-05-28,23.2
455,1976-05-29,24.0
456,1976-05-30,24.0
457,1976-05-31,25.4
458,1976-06-01,26.4
459,1976-06-02,22.0
460,1976-06-03,17.4
461,1976-06-04,20.3
462,1976-06-05,22.0
463,1976-06-06,23.9
464,1976-06-07,24.4
465,1976-06-08,19.0
466,1976-06-09,19.7
467,1976-06-10,22.2
468,1976-06-11,22.0
469,1976-06-12,22.5
470,1976-06-13,22.1
471,1976-06-14,23.4
472,1976-06-15,17.2
473,1976-06-16,17.7
474,1976-06-17,17.2
475,1976-06-18,17.5
476,1976-06-19,19.8
477,1976-06-20,14.8
478,1976-06-21,19.2
479,1976-06-22,19.7
480,1976-06-23,21.5
481,1976-06-24,23.3
482,1976-06-25,23.0
483,1976-06-26,24.1
484,1976-06-27,20.2
485,1976-06-28,22.0
486,1976-06-29,19.7
487,1976-06-30,18.0
488,1976-07-01,17.3
489,1976-07-02,16.5
490,1976-07-03,20.1
491,1976-07-04,19.3
492,1976-07-05,17.3
493,1976-07-06,17.5
494,1976-07-07,19.3
495,1976-07-08,18.7
496,1976-07-09,20.5
497,1976-07-10,20.2
498,1976-07-11,21.3
499,1976-07-12,21.3
500,1976-07-13,21.5
501,1976-07-14,17.0
502,1976-07-15,12.3
503,1976-07-16,18.5
504,1976-07-17,18.8
505,1976-07-18,19.7
506,1976-07-19,21.0
507,1976-07-20,20.6
508,1976-07-21,19.0
509,1976-07-22,21.5
510,1976-07-23,21.0
511,1976-07-24,22.2
512,1976-07-25,23.5
513,1976-07-26,21.3
514,1976-07-27,20.4
515,1976-07-28,22.9
516,1976-07-29,24.2
517,1976-07-30,18.7
518,1976-07-31,18.5
519,1976-08-01,18.5
520,1976-08-02,16.9
521,1976-08-03,16.7
522,1976-08-04,19.5
523,1976-08-05,21.7
524,1976-08-06,23.8
525,1976-08-07,21.3
526,1976-08-08,16.1
527,1976-08-09,18.5
528,1976-08-10,22.2
529,1976-08-11,17.5
530,1976-08-12,17.2
531,1976-08-13,18.4
532,1976-08-14,16.5
533,1976-08-15,17.7
534,1976-08-16,21.8
535,1976-08-17,24.7
536,1976-08-18,23.4
537,1976-08-19,23.1
538,1976-08-20,23.8
539,1976-08-21,24.0
540,1976-08-22,25.6
541,1976-08-23,21.5
542,1976-08-24,21.7
543,1976-08-25,20.6
544,1976-08-26,19.7
545,1976-08-27,23.1
546,1976-08-28,22.9
547,1976-08-29,24.2
548,1976-08-30,25.6
549,1976-08-31,24.8
550,1976-09-01,22.7
551,1976-09-02,23.6
552,1976-09-03,21.8
553,1976-09-04,22.8
554,1976-09-05,24.0
555,1976-09-06,22.3
556,1976-09-07,22.3
557,1976-09-08,26.0
558,1976-09-09,22.7
559,1976-09-10,18.9
560,1976-09-11,21.7
561,1976-09-12,21.5
562,1976-09-13,23.6
563,1976-09-14,24.3
564,1976-09-15,26.4
565,1976-09-16,26.0
566,1976-09-17,20.1
567,1976-09-18,21.2
568,1976-09-19,22.2
569,1976-09-20,24.0
570,1976-09-21,26.4
571,1976-09-22,24.8
572,1976-09-23,25.5
573,1976-09-24,24.1
574,1976-09-25,24.7
575,1976-09-26,19.7
576,1976-09-27,20.2
577,1976-09-28,22.3
578,1976-09-29,23.7
579,1976-09-30,25.2
580,1976-10-01,25.3
581,1976-10-02,27.8
582,1976-10-03,28.2
583,1976-10-04,29.0
584,1976-10-05,27.1
585,1976-10-06,27.9
586,1976-10-07,27.4
587,1976-10-08,23.7
588,1976-10-09,23.1
589,1976-10-10,21.5
590,1976-10-11,24.1
591,1976-10-12,26.5
592,1976-10-13,24.0
593,1976-10-14,23.2
594,1976-10-15,21.8
595,1976-10-16,21.7
596,1976-10-17,22.1
597,1976-10-18,22.2
598,1976-10-19,24.1
599,1976-10-20,29.5
600,1976-10-21,31.9
601,1976-10-22,21.0
602,1976-10-23,25.1
603,1976-10-24,29.1
604,1976-10-25,31.9
605,1976-10-26,30.7
606,1976-10-27,28.0
607,1976-10-28,26.7
608,1976-10-29,28.2
609,1976-10-30,29.6
610,1976-10-31,27.5
611,1976-11-01,31.4
612,1976-11-02,33.8
613,1976-11-03,25.5
614,1976-11-04,26.8
615,1976-11-05,27.4
616,1976-11-06,29.0
617,1976-11-07,26.6
618,1976-11-08,28.1
619,1976-11-09,30.1
620,1976-11-10,32.9
621,1976-11-11,33.9
622,1976-11-12,36.0
623,1976-11-13,33.4
624,1976-11-14,34.2
625,1976-11-15,25.3
626,1976-11-16,26.1
627,1976-11-17,26.5
628,1976-11-18,27.1
629,1976-11-19,25.6
630,1976-11-20,27.2
631,1976-11-21,28.0
632,1976-11-22,29.0
633,1976-11-23,30.4
634,1976-11-24,33.1
635,1976-11-25,34.5
636,1976-11-26,30.8
637,1976-11-27,28.6
638,1976-11-28,33.0
639,1976-11-29,32.8
640,1976-11-30,31.7
641,1976-12-01,33.6
642,1976-12-02,33.7
643,1976-12-03,33.9
644,1976-12-04,34.7
645,1976-12-05,33.8
646,1976-12-06,34.8
647,1976-12-07,34.7
648,1976-12-08,36.7
649,1976-12-09,35.3
650,1976-12-10,36.5
651,1976-12-11,35.0
652,1976-12-12,35.1
653,1976-12-13,34.0
654,1976-12-14,36.1
655,1976-12-15,34.6
656,1976-12-16,35.3
657,1976-12-17,34.0
658,1976-12-18,32.3
659,1976-12-19,33.1
660,1976-12-20,31.7
661,1976-12-21,24.5
662,1976-12-22,24.9
663,1976-12-23,26.0
664,1976-12-24,31.7
665,1976-12-25,33.4
666,1976-12-26,34.2
667,1976-12-27,37.7
668,1976-12-28,37.4
669,1976-12-29,38.7
670,1976-12-30,39.0
671,1976-12-31,36.3
672,1977-01-01,36.5
673,1977-01-02,31.3
674,1977-01-03,34.2
675,1977-01-04,34.6
676,1977-01-05,30.6
677,1977-01-06,31.3
678,1977-01-07,32.3
679,1977-01-08,34.4
680,1977-01-09,35.2
681,1977-01-10,34.7
682,1977-01-11,38.7
683,1977-01-12,28.4
684,1977-01-13,31.9
685,1977-01-14,34.4
686,1977-01-15,35.2
687,1977-01-16,35.2
688,1977-01-17,33.1
689,1977-01-18,36.5
690,1977-01-19,33.4
691,1977-01-20,33.7
692,1977-01-21,33.9
693,1977-01-22,35.8
694,1977-01-23,32.4
695,1977-01-24,32.4
696,1977-01-25,32.2
697,1977-01-26,32.4
698,1977-01-27,32.4
699,1977-01-28,32.6
700,1977-01-29,33.3
701,1977-01-30,34.5
702,1977-01-31,35.7
703,1977-02-01,32.7
704,1977-02-02,36.0
705,1977-02-03,29.0
706,1977-02-04,29.9
707,1977-02-05,33.6
708,1977-02-06,33.9
709,1977-02-07,32.4
710,1977-02-08,32.5
711,1977-02-09,33.1
712,1977-02-10,34.5
713,1977-02-11,32.4
714,1977-02-12,31.6
715,1977-02-13,32.8
716,1977-02-14,32.4
717,1977-02-15,32.3
718,1977-02-16,33.3
719,1977-02-17,32.6
720,1977-02-18,33.6
721,1977-02-19,30.6
722,1977-02-20,21.2
723,1977-02-21,27.0
724,1977-02-22,31.6
725,1977-02-23,33.5
726,1977-02-24,33.1
727,1977-02-25,34.2
728,1977-02-26,35.2
729,1977-02-27,31.5
730,1977-02-28,30.7
731,1977-03-01,31.9
732,1977-03-02,23.2
733,1977-03-03,28.5
734,1977-03-04,31.0
735,1977-03-05,30.2
736,1977-03-06,30.5
737,1977-03-07,30.7
738,1977-03-08,27.2
739,1977-03-09,27.2
740,1977-03-10,21.1
741,1977-03-11,26.4
742,1977-03-12,29.8
743,1977-03-13,28.4
744,1977-03-14,30.5
745,1977-03-15,31.8
746,1977-03-16,28.4
747,1977-03-17,29.9
748,1977-03-18,30.6
749,1977-03-19,31.3
750,1977-03-20,30.6
751,1977-03-21,30.7
752,1977-03-22,30.6
753,1977-03-23,31.9
754,1977-03-24,32.1
755,1977-03-25,33.5
756,1977-03-26,33.5
757,1977-03-27,32.1
758,1977-03-28,30.1
759,1977-03-29,31.6
760,1977-03-30,32.6
761,1977-03-31,32.3
762,1977-04-01,34.6
763,1977-04-02,33.7
764,1977-04-03,33.2
765,1977-04-04,33.0
766,1977-04-05,27.4
767,1977-04-06,31.6
768,1977-04-07,30.4
769,1977-04-08,23.5
770,1977-04-09,23.6
771,1977-04-10,26.8
772,1977-04-11,27.9
773,1977-04-12,28.4
774,1977-04-13,27.8
775,1977-04-14,27.6
776,1977-04-15,27.8
777,1977-04-16,26.1
778,1977-04-17,27.1
779,1977-04-18,26.6
780,1977-04-19,27.9
781,1977-04-20,27.5
782,1977-04-21,27.6
783,1977-04-22,27.2
784,1977-04-23,27.5
785,1977-04-24,27.2
786,1977-04-25,28.0
787,1977-04-26,27.5
788,1977-04-27,25.7
789,1977-04-28,26.7
790,1977-04-29,26.7
791,1977-04-30,26.7
792,1977-05-01,23.6
793,1977-05-02,25.6
794,1977-05-03,26.2
795,1977-05-04,26.8
796,1977-05-05,26.5
797,1977-05-06,26.3
798,1977-05-07,24.4
799,1977-05-08,27.2
800,1977-05-09,27.5
801,1977-05-10,25.9
802,1977-05-11,23.6
803,1977-05-12,26.9
804,1977-05-13,23.5
805,1977-05-14,22.9
806,1977-05-15,21.0
807,1977-05-16,22.0
808,1977-05-17,22.0
809,1977-05-18,19.9
810,1977-05-19,22.0
811,1977-05-20,21.0
812,1977-05-21,22.9
813,1977-05-22,18.9
814,1977-05-23,21.0
815,1977-05-24,24.1
816,1977-05-25,21.0
817,1977-05-26,23.3
818,1977-05-27,24.2
819,1977-05-28,16.1
820,1977-05-29,16.9
821,1977-05-30,20.2
822,1977-05-31,18.4
823,1977-06-01,13.9
824,1977-06-02,14.5
825,1977-06-03,16.2
826,1977-06-04,18.4
827,1977-06-05,20.5
828,1977-06-06,20.7
829,1977-06-07,20.7
830,1977-06-08,20.6
831,1977-06-09,16.7
832,1977-06-10,13.7
833,1977-06-11,17.4
834,1977-06-12,18.0
835,1977-06-13,18.5
836,1977-06-14,21.3
837,1977-06-15,23.1
838,1977-06-16,23.3
839,1977-06-17,25.6
840,1977-06-18,24.0
841,1977-06-19,18.5
842,1977-06-20,20.6
843,1977-06-21,19.6
844,1977-06-22,21.2
845,1977-06-23,22.9
846,1977-06-24,22.5
847,1977-06-25,16.9
848,1977-06-26,14.1
849,1977-06-27,15.9
850,1977-06-28,17.4
851,1977-06-29,16.2
852,1977-06-30,16.1
853,1977-07-01,14.1
854,1977-07-02,16.6
855,1977-07-03,19.4
856,1977-07-04,19.9
857,1977-07-05,18.9
858,1977-07-06,18.3
859,1977-07-07,19.3
860,1977-07-08,21.1
861,1977-07-09,20.2
862,1977-07-10,19.6
863,1977-07-11,21.0
864,1977-07-12,20.6
865,1977-07-13,21.5
866,1977-07-14,20.4
867,1977-07-15,14.1
868,1977-07-16,15.6
869,1977-07-17,19.6
870,1977-07-18,20.1
871,1977-07-19,20.6
872,1977-07-20,21.5
873,1977-07-21,22.6
874,1977-07-22,23.3
875,1977-07-23,22.9
876,1977-07-24,17.0
877,1977-07-25,17.1
878,1977-07-26,17.3
879,1977-07-27,18.0
880,1977-07-28,18.0
881,1977-07-29,15.2
882,1977-07-30,16.4
883,1977-07-31,17.9
884,1977-08-01,18.2
885,1977-08-02,19.7
886,1977-08-03,22.5
887,1977-08-04,23.8
888,1977-08-05,20.8
889,1977-08-06,21.3
890,1977-08-07,22.4
891,1977-08-08,20.6
892,1977-08-09,21.4
893,1977-08-10,24.4
894,1977-08-11,23.1
895,1977-08-12,24.8
896,1977-08-13,18.5
897,1977-08-14,17.5
898,1977-08-15,20.8
899,1977-08-16,19.8
900,1977-08-17,21.7
901,1977-08-18,22.1
902,1977-08-19,23.4
903,1977-08-20,25.3
904,1977-08-21,29.3
905,1977-08-22,24.4
906,1977-08-23,24.7
907,1977-08-24,24.2
908,1977-08-25,23.7
909,1977-08-26,23.7
910,1977-08-27,24.9
911,1977-08-28,26.6
912,1977-08-29,26.5
913,1977-08-30,26.7
914,1977-08-31,26.7
915,1977-09-01,27.0
916,1977-09-02,27.4
917,1977-09-03,22.8
918,1977-09-04,20.3
919,1977-09-05,18.5
920,1977-09-06,19.7
921,1977-09-07,19.8
922,1977-09-08,19.9
923,1977-09-09,23.8
924,1977-09-10,22.7
925,1977-09-11,22.7
926,1977-09-12,29.2
927,1977-09-13,22.6
928,1977-09-14,20.8
929,1977-09-15,19.0
930,1977-09-16,22.5
931,1977-09-17,23.4
932,1977-09-18,24.7
933,1977-09-19,26.3
934,1977-09-20,25.3
935,1977-09-21,25.3
936,1977-09-22,27.0
937,1977-09-23,28.8
938,1977-09-24,28.5
939,1977-09-25,27.2
940,1977-09-26,26.5
941,1977-09-27,29.2
942,1977-09-28,32.2
943,1977-09-29,33.8
944,1977-09-30,35.2
945,1977-10-01,34.4
946,1977-10-02,34.0
947,1977-10-03,33.4
948,1977-10-04,35.3
949,1977-10-05,34.0
950,1977-10-06,26.3
951,1977-10-07,27.3
952,1977-10-08,27.4
953,1977-10-09,28.2
954,1977-10-10,29.9
955,1977-10-11,29.6
956,1977-10-12,29.9
957,1977-10-13,30.1
958,1977-10-14,31.0
959,1977-10-15,32.2
960,1977-10-16,32.6
961,1977-10-17,30.3
962,1977-10-18,31.0
963,1977-10-19,30.0
964,1977-10-20,27.9
965,1977-10-21,30.0
966,1977-10-22,30.0
967,1977-10-23,31.2
968,1977-10-24,20.7
969,1977-10-25,26.7
970,1977-10-26,27.6
971,1977-10-27,29.3
972,1977-10-28,29.4
973,1977-10-29,31.7
974,1977-10-30,35.1
975,1977-10-31,37.5
976,1977-11-01,36.3
977,1977-11-02,37.1
978,1977-11-03,36.7
979,1977-11-04,34.9
980,1977-11-05,36.0
981,1977-11-06,36.3
982,1977-11-07,31.8
983,1977-11-08,33.8
984,1977-11-09,36.3
985,1977-11-10,36.8
986,1977-11-11,34.2
987,1977-11-12,33.6
988,1977-11-13,33.6
989,1977-11-14,33.2
990,1977-11-15,31.4
991,1977-11-16,30.7
992,1977-11-17,28.5
993,1977-11-18,29.9
994,1977-11-19,33.6
995,1977-11-20,33.0
996,1977-11-21,28.3
997,1977-11-22,32.0
998,1977-11-23,32.2
999,1977-11-24,32.0
1000,1977-11-25,32.2
1001,1977-11-26,30.7
1002,1977-11-27,30.8
1003,1977-11-28,30.8
1004,1977-11-29,31.7
1005,1977-11-30,34.5
1006,1977-12-01,35.3
1007,1977-12-02,35.2
1008,1977-12-03,37.7
1009,1977-12-04,36.8
1010,1977-12-05,36.3
1011,1977-12-06,36.6
1012,1977-12-07,35.7
1013,1977-12-08,34.7
1014,1977-12-09,33.5
1015,1977-12-10,34.6
1016,1977-12-11,36.5
1017,1977-12-12,35.6
1018,1977-12-13,35.3
1019,1977-12-14,33.8
1020,1977-12-15,36.7
1021,1977-12-16,39.9
1022,1977-12-17,40.3
1023,1977-12-18,31.1
1024,1977-12-19,30.1
1025,1977-12-20,32.0
1026,1977-12-21,33.7
1027,1977-12-22,31.7
1028,1977-12-23,34.7
1029,1977-12-24,33.8
1030,1977-12-25,35.3
1031,1977-12-26,37.1
1032,1977-12-27,38.3
1033,1977-12-28,29.8
1034,1977-12-29,31.7
1035,1977-12-30,32.4
1036,1977-12-31,33.2
1037,1978-01-01,32.7
1038,1978-01-02,35.0
1039,1978-01-03,37.1
1040,1978-01-04,37.0
1041,1978-01-05,26.8
1042,1978-01-06,37.0
1043,1978-01-07,36.9
1044,1978-01-08,37.2
1045,1978-01-09,34.6
1046,1978-01-10,36.7
1047,1978-01-11,38.3
1048,1978-01-12,35.0
1049,1978-01-13,31.5
1050,1978-01-14,33.4
1051,1978-01-15,30.8
1052,1978-01-16,33.9
1053,1978-01-17,32.4
1054,1978-01-18,34.1
1055,1978-01-19,34.9
1056,1978-01-20,33.7
1057,1978-01-21,28.9
1058,1978-01-22,33.1
1059,1978-01-23,33.9
1060,1978-01-24,33.1
1061,1978-01-25,30.6
1062,1978-01-26,31.5
1063,1978-01-27,31.1
1064,1978-01-28,26.1
1065,1978-01-29,27.7
1066,1978-01-30,26.4
1067,1978-01-31,21.9
1068,1978-02-01,24.7
