,date,minimum temperature (degC),site number,site name
295,1942-06-22,23.4,,
296,1942-06-23,15.6,,
297,1942-06-24,17.9,,
298,1942-06-25,18.5,,
299,1942-06-26,18.3,,
300,1942-06-27,18.4,,
301,1942-06-28,18.5,,
302,1942-06-29,16.3,,
303,1942-06-30,16.3,,
304,1942-07-01,16.9,,
305,1942-07-02,16.6,,
306,1942-07-03,18.1,,
307,1942-07-04,18.6,,
308,1942-07-05,19.0,,
309,1942-07-06,22.6,,
310,1942-07-07,19.6,,
311,1942-07-08,16.4,,
312,1942-07-09,15.3,,
313,1942-07-10,14.0,,
314,1942-07-11,13.5,,
315,1942-07-12,15.6,,
316,1942-07-13,14.0,,
317,1942-07-14,12.8,,
318,1942-07-15,15.9,,
319,1942-07-16,17.9,,
320,1942-07-17,18.9,,
321,1942-07-18,17.8,,
322,1942-07-19,16.6,,
323,1942-07-20,16.9,,
324,1942-07-21,16.6,,
325,1942-07-22,17.3,,
326,1942-07-23,19.0,,
327,1942-07-24,20.4,,
328,1942-07-25,21.1,,
329,1942-07-26,20.3,,
330,1942-07-27,19.8,,
331,1942-07-28,18.8,,
332,1942-07-29,12.3,,
333,1942-07-30,10.4,,
334,1942-07-31,10.4,,
335,1942-08-01,14.2,,
336,1942-08-02,20.9,,
337,1942-08-03,23.3,,
338,1942-08-04,23.0,,
339,1942-08-05,16.3,,
340,1942-08-06,19.9,,
341,1942-08-07,18.4,,
342,1942-08-08,16.2,,
343,1942-08-09,17.0,,
344,1942-08-10,15.4,,
345,1942-08-11,15.2,,
346,1942-08-12,17.7,,
347,1942-08-13,18.3,,
348,1942-08-14,18.5,,
349,1942-08-15,18.2,,
350,1942-08-16,18.3,,
351,1942-08-17,18.3,,
352,1942-08-18,19.1,,
353,1942-08-19,18.6,,
354,1942-08-20,19.3,,
355,1942-08-21,18.5,,
356,1942-08-22,18.6,,
357,1942-08-23,19.8,,
358,1942-08-24,22.9,,
359,1942-08-25,19.6,,
360,1942-08-26,21.0,,
361,1942-08-27,17.4,,
362,1942-08-28,19.7,,
363,1942-08-29,19.7,,
364,1942-08-30,19.9,,
365,1942-08-31,19.4,,
366,1942-09-01,16.6,,
367,1942-09-02,21.3,,
368,1942-09-03,25.5,,
369,1942-09-04,20.5,,
370,1942-09-05,21.4,,
371,1942-09-06,22.8,,
372,1942-09-07,22.1,,
373,1942-09-08,19.5,,
374,1942-09-09,20.6,,
375,1942-09-10,22.2,,
376,1942-09-11,23.3,,
377,1942-09-12,23.7,,
378,1942-09-13,23.7,,
379,1942-09-14,23.5,,
380,1942-09-15,24.2,,
381,1942-09-16,24.3,,
382,1942-09-17,23.4,,
383,1942-09-18,22.9,,
384,1942-09-19,25.0,,
385,1942-09-20,24.3,,
386,1942-09-21,25.0,,
387,1942-09-22,25.2,,
388,1942-09-23,25.5,,
389,1942-09-24,25.2,,
390,1942-09-25,25.1,,
391,1942-09-26,25.1,,
392,1942-09-27,24.6,,
393,1942-09-28,24.8,,
394,1942-09-29,24.9,,
395,1942-09-30,25.4,,
396,1942-10-01,24.4,,
397,1942-10-02,25.4,,
398,1942-10-03,26.8,,
399,1942-10-04,25.5,,
400,1942-10-05,27.1,,
401,1942-10-06,26.8,,
402,1942-10-07,25.5,,
403,1942-10-08,26.2,,
404,1942-10-09,25.1,,
405,1942-10-10,24.9,,
406,1942-10-11,25.5,,
407,1942-10-12,25.5,,
408,1942-10-13,25.5,,
409,1942-10-14,25.7,,
410,1942-10-15,25.7,,
411,1942-10-16,25.3,,
412,1942-10-17,26.1,,
413,1942-10-18,25.5,,
414,1942-10-19,26.0,,
415,1942-10-20,27.1,,
416,1942-10-21,26.8,,
417,1942-10-22,26.7,,
418,1942-10-23,26.5,,
419,1942-10-24,26.4,,
420,1942-10-25,26.1,,
421,1942-10-26,25.3,,
422,1942-10-27,26.0,,
423,1942-10-28,26.0,,
424,1942-10-29,24.4,,
425,1942-10-30,25.2,,
426,1942-10-31,24.9,,
427,1942-11-01,23.5,,
428,1942-11-02,24.9,,
429,1942-11-03,26.3,,
430,1942-11-04,26.1,,
431,1942-11-05,23.8,,
432,1942-11-06,25.6,,
433,1942-11-07,26.1,,
434,1942-11-08,23.8,,
435,1942-11-09,23.4,,
436,1942-11-10,22.9,,
437,1942-11-11,22.4,,
438,1942-11-12,23.4,,
439,1942-11-13,26.9,,
440,1942-11-14,25.6,,
441,1942-11-15,24.1,,
442,1942-11-16,23.8,,
443,1942-11-17,25.7,,
444,1942-11-18,24.8,,
445,1942-11-19,26.7,,
446,1942-11-20,27.3,,
447,1942-11-21,26.3,,
448,1942-11-22,26.7,,
449,1942-11-23,25.2,,
450,1942-11-24,25.7,,
451,1942-11-25,25.2,,
452,1942-11-26,26.9,,
453,1942-11-27,23.9,,
454,1942-11-28,24.7,,
455,1942-11-29,23.6,,
456,1942-11-30,25.2,,
457,1942-12-01,26.4,,
458,1942-12-02,27.6,,
459,1942-12-03,27.1,,
460,1942-12-04,27.2,,
461,1942-12-05,26.8,,
462,1942-12-06,27.8,,
463,1942-12-07,27.5,,
464,1942-12-08,27.2,,
465,1942-12-09,26.7,,
466,1942-12-10,27.7,,
467,1942-12-11,27.7,,
468,1942-12-12,27.2,,
469,1942-12-13,27.0,,
470,1942-12-14,26.8,,
471,1942-12-15,27.3,,
472,1942-12-16,24.4,,
473,1942-12-17,25.1,,
474,1942-12-18,25.0,,
475,1942-12-19,24.0,,
476,1942-12-20,25.3,,
477,1942-12-21,25.1,,
478,1942-12-22,26.2,,
479,1942-12-23,26.0,,
480,1942-12-24,25.1,,
481,1942-12-25,27.2,,
482,1942-12-26,26.3,,
483,1942-12-27,26.2,,
484,1942-12-28,23.2,,
485,1942-12-29,26.7,,
486,1942-12-30,24.0,,
487,1942-12-31,26.2,,
488,1943-01-01,25.7,,
489,1943-01-02,26.3,,
490,1943-01-03,26.3,,
491,1943-01-04,26.3,,
492,1943-01-05,25.5,,
493,1943-01-06,25.1,,
494,1943-01-07,24.3,,
495,1943-01-08,25.5,,
496,1943-01-09,26.7,,
497,1943-01-10,25.7,,
498,1943-01-11,23.0,,
499,1943-01-12,25.1,,
500,1943-01-13,26.0,,
501,1943-01-14,26.3,,
502,1943-01-15,27.3,,
503,1943-01-16,26.6,,
504,1943-01-17,26.6,,
505,1943-01-18,26.2,,
506,1943-01-19,26.2,,
507,1943-01-20,26.5,,
508,1943-01-21,27.1,,
509,1943-01-22,25.0,,
510,1943-01-23,26.6,,
511,1943-01-24,26.1,,
512,1943-01-25,24.6,,
513,1943-01-26,27.0,,
514,1943-01-27,26.3,,
515,1943-01-28,26.1,,
516,1943-01-29,26.3,,
517,1943-01-30,26.9,,
518,1943-01-31,26.2,,
519,1943-02-01,24.2,,
520,1943-02-02,27.3,,
521,1943-02-03,28.2,,
522,1943-02-04,25.0,,
523,1943-02-05,25.7,,
524,1943-02-06,23.3,,
525,1943-02-07,25.9,,
526,1943-02-08,25.7,,
527,1943-02-09,25.5,,
528,1943-02-10,25.6,,
529,1943-02-11,25.5,,
530,1943-02-12,24.9,,
531,1943-02-13,25.0,,
532,1943-02-14,25.7,,
533,1943-02-15,24.8,,
534,1943-02-16,26.1,,
535,1943-02-17,26.5,,
536,1943-02-18,25.7,,
537,1943-02-19,25.6,,
538,1943-02-20,24.7,,
539,1943-02-21,24.9,,
540,1943-02-22,25.3,,
541,1943-02-23,24.9,,
542,1943-02-24,25.6,,
543,1943-02-25,26.8,,
544,1943-02-26,27.8,,
545,1943-02-27,27.2,,
546,1943-02-28,24.8,,
547,1943-03-01,24.3,,
548,1943-03-02,23.1,,
549,1943-03-03,23.1,,
550,1943-03-04,25.0,,
551,1943-03-05,25.0,,
552,1943-03-06,24.5,,
553,1943-03-07,26.2,,
554,1943-03-08,24.3,,
555,1943-03-09,23.5,,
556,1943-03-10,20.3,,
557,1943-03-11,24.5,,
558,1943-03-12,24.3,,
559,1943-03-13,24.0,,
560,1943-03-14,24.5,,
561,1943-03-15,23.5,,
562,1943-03-16,24.1,,
563,1943-03-17,24.3,,
564,1943-03-18,24.0,,
565,1943-03-19,23.5,,
566,1943-03-20,24.0,,
567,1943-03-21,24.7,,
568,1943-03-22,24.7,,
569,1943-03-23,25.0,,
570,1943-03-24,24.3,,
571,1943-03-25,24.7,,
572,1943-03-26,25.6,,
573,1943-03-27,24.7,,
574,1943-03-28,24.7,,
575,1943-03-29,24.5,,
576,1943-03-30,25.0,,
577,1943-03-31,25.6,,
578,1943-04-01,21.0,,
579,1943-04-02,21.0,,
580,1943-04-03,21.0,,
581,1943-04-04,21.0,,
582,1943-04-05,21.0,,
583,1943-04-06,21.0,,
584,1943-04-07,21.0,,
585,1943-04-08,21.0,,
586,1943-04-09,21.0,,
587,1943-04-10,21.0,,
588,1943-04-11,21.0,,
589,1943-04-12,21.0,,
590,1943-04-13,21.0,,
591,1943-04-14,21.0,,
592,1943-04-15,21.0,,
593,1943-04-16,21.0,,
594,1943-04-17,21.0,,
595,1943-04-18,21.0,,
596,1943-04-19,21.0,,
597,1943-04-20,21.0,,
598,1943-04-21,21.0,,
599,1943-04-22,21.0,,
600,1943-04-23,21.0,,
601,1943-04-24,21.0,,
602,1943-04-25,21.0,,
603,1943-04-26,21.0,,
604,1943-04-27,21.0,,
605,1943-04-28,21.0,,
606,1943-04-29,21.0,,
607,1943-04-30,21.0,,
608,1943-05-01,21.0,,
609,1943-05-02,21.0,,
610,1943-05-03,21.0,,
611,1943-05-04,21.0,,
612,1943-05-05,21.0,,
613,1943-05-06,21.0,,
614,1943-05-07,21.0,,
615,1943-05-08,21.0,,
616,1943-05-09,21.0,,
617,1943-05-10,21.0,,
618,1943-05-11,21.0,,
619,1943-05-12,21.0,,
620,1943-05-13,21.0,,
621,1943-05-14,21.0,,
622,1943-05-15,21.0,,
623,1943-05-16,21.0,,
624,1943-05-17,21.0,,
625,1943-05-18,21.0,,
626,1943-05-19,21.0,,
627,1943-05-20,21.0,,
628,1943-05-21,21.0,,
629,1943-05-22,21.0,,
630,1943-05-23,21.0,,
631,1943-05-24,21.0,,
632,1943-05-25,21.0,,
633,1943-05-26,21.0,,
634,1943-05-27,21.0,,
635,1943-05-28,21.0,,
636,1943-05-29,21.0,,
637,1943-05-30,21.0,,
638,1943-05-31,21.0,,
639,1943-06-01,21.0,,
640,1943-06-02,21.0,,
641,1943-06-03,21.0,,
642,1943-06-04,21.0,,
643,1943-06-05,21.0,,
644,1943-06-06,21.0,,
645,1943-06-07,21.0,,
646,1943-06-08,21.0,,
647,1943-06-09,21.0,,
648,1943-06-10,21.0,,
649,1943-06-11,21.0,,
650,1943-06-12,21.0,,
651,1943-06-13,21.0,,
652,1943-06-14,21.0,,
653,1943-06-15,21.0,,
654,1943-06-16,21.0,,
655,1943-06-17,21.0,,
656,1943-06-18,21.0,,
657,1943-06-19,21.0,,
658,1943-06-20,21.0,,
659,1943-06-21,21.0,,
660,1943-06-22,21.0,,
661,1943-06-23,21.0,,
662,1943-06-24,21.0,,
663,1943-06-25,21.0,,
664,1943-06-26,21.0,,
665,1943-06-27,21.0,,
666,1943-06-28,21.0,,
667,1943-06-29,21.0,,
668,1943-06-30,21.0,,
669,1943-07-01,21.0,,
670,1943-07-02,21.0,,
671,1943-07-03,21.0,,
672,1943-07-04,21.0,,
673,1943-07-05,21.0,,
674,1943-07-06,21.0,,
675,1943-07-07,21.0,,
676,1943-07-08,21.0,,
677,1943-07-09,21.0,,
678,1943-07-10,21.0,,
679,1943-07-11,21.0,,
680,1943-07-12,21.0,,
681,1943-07-13,21.0,,
682,1943-07-14,21.0,,
683,1943-07-15,21.0,,
684,1943-07-16,21.0,,
685,1943-07-17,21.0,,
686,1943-07-18,21.0,,
687,1943-07-19,21.0,,
688,1943-07-20,21.0,,
689,1943-07-21,21.0,,
690,1943-07-22,21.0,,
691,1943-07-23,21.0,,
692,1943-07-24,21.0,,
693,1943-07-25,21.0,,
694,1943-07-26,21.0,,
695,1943-07-27,21.0,,
696,1943-07-28,21.0,,
697,1943-07-29,21.0,,
698,1943-07-30,21.0,,
699,1943-07-31,21.0,,
700,1943-08-01,21.0,,
701,1943-08-02,21.0,,
702,1943-08-03,21.0,,
703,1943-08-04,21.0,,
704,1943-08-05,21.0,,
705,1943-08-06,21.0,,
706,1943-08-07,21.0,,
707,1943-08-08,21.0,,
708,1943-08-09,21.0,,
709,1943-08-10,21.0,,
710,1943-08-11,21.0,,
711,1943-08-12,21.0,,
712,1943-08-13,21.0,,
713,1943-08-14,21.0,,
714,1943-08-15,21.0,,
715,1943-08-16,21.0,,
716,1943-08-17,21.0,,
717,1943-08-18,21.0,,
718,1943-08-19,21.0,,
719,1943-08-20,21.0,,
720,1943-08-21,21.0,,
721,1943-08-22,21.0,,
722,1943-08-23,21.0,,
723,1943-08-24,21.0,,
724,1943-08-25,21.0,,
725,1943-08-26,21.0,,
726,1943-08-27,21.0,,
727,1943-08-28,21.0,,
728,1943-08-29,21.0,,
729,1943-08-30,21.0,,
730,1943-08-31,21.0,,
731,1943-09-01,21.0,,
732,1943-09-02,21.0,,
733,1943-09-03,21.0,,
734,1943-09-04,21.0,,
735,1943-09-05,21.0,,
736,1943-09-06,21.0,,
737,1943-09-07,21.0,,
738,1943-09-08,21.0,,
739,1943-09-09,21.0,,
740,1943-09-10,21.0,,
741,1943-09-11,21.0,,
742,1943-09-12,21.0,,
743,1943-09-13,21.0,,
744,1943-09-14,21.0,,
745,1943-09-15,21.0,,
746,1943-09-16,21.0,,
747,1943-09-17,21.0,,
748,1943-09-18,21.0,,
749,1943-09-19,21.0,,
750,1943-09-20,21.0,,
751,1943-09-21,21.0,,
752,1943-09-22,21.0,,
753,1943-09-23,21.0,,
754,1943-09-24,21.0,,
755,1943-09-25,21.0,,
756,1943-09-26,21.0,,
757,1943-09-27,21.0,,
758,1943-09-28,21.0,,
759,1943-09-29,21.0,,
760,1943-09-30,21.0,,
761,1943-10-01,21.0,,
762,1943-10-02,21.0,,
763,1943-10-03,21.0,,
764,1943-10-04,21.0,,
765,1943-10-05,21.0,,
766,1943-10-06,21.0,,
767,1943-10-07,21.0,,
768,1943-10-08,21.0,,
769,1943-10-09,21.0,,
770,1943-10-10,21.0,,
771,1943-10-11,21.0,,
772,1943-10-12,21.0,,
773,1943-10-13,21.0,,
774,1943-10-14,21.0,,
775,1943-10-15,21.0,,
776,1943-10-16,21.0,,
777,1943-10-17,21.0,,
778,1943-10-18,21.0,,
779,1943-10-19,21.0,,
780,1943-10-20,21.0,,
781,1943-10-21,21.0,,
782,1943-10-22,21.0,,
783,1943-10-23,21.0,,
784,1943-10-24,21.0,,
785,1943-10-25,21.0,,
786,1943-10-26,21.0,,
787,1943-10-27,23.9,,
788,1943-10-28,22.8,,
789,1943-10-29,21.0,,
790,1943-10-30,21.0,,
791,1943-10-31,21.6,,
792,1943-11-01,23.0,,
793,1943-11-02,23.3,,
794,1943-11-03,24.1,,
795,1943-11-04,23.3,,
796,1943-11-05,21.4,,
797,1943-11-06,23.5,,
798,1943-11-07,22.1,,
799,1943-11-08,23.8,,
800,1943-11-09,23.0,,
801,1943-11-10,23.6,,
802,1943-11-11,25.2,,
803,1943-11-12,25.0,,
804,1943-11-13,23.6,,
805,1943-11-14,22.9,,
806,1943-11-15,23.5,,
807,1943-11-16,25.2,,
808,1943-11-17,25.2,,
809,1943-11-18,24.1,,
810,1943-11-19,24.8,,
811,1943-11-20,23.8,,
812,1943-11-21,23.3,,
813,1943-11-22,25.4,,
814,1943-11-23,20.4,,
815,1943-11-24,20.5,,
816,1943-11-25,22.3,,
817,1943-11-26,22.9,,
818,1943-11-27,23.3,,
819,1943-11-28,22.6,,
820,1943-11-29,25.4,,
821,1943-11-30,22.4,,
822,1943-12-01,24.0,,
823,1943-12-02,23.0,,
824,1943-12-03,22.2,,
825,1943-12-04,22.4,,
826,1943-12-05,22.1,,
827,1943-12-06,26.1,,
828,1943-12-07,24.0,,
829,1943-12-08,24.9,,
830,1943-12-09,23.0,,
831,1943-12-10,24.4,,
832,1943-12-11,21.0,,
833,1943-12-12,21.6,,
834,1943-12-13,20.5,,
835,1943-12-14,24.0,,
836,1943-12-15,24.1,,
837,1943-12-16,25.1,,
838,1943-12-17,24.0,,
839,1943-12-18,23.6,,
840,1943-12-19,22.6,,
841,1943-12-20,24.1,,
842,1943-12-21,23.1,,
843,1943-12-22,24.0,,
844,1943-12-23,25.1,,
845,1943-12-24,26.3,,
846,1943-12-25,26.2,,
847,1943-12-26,25.7,,
848,1943-12-27,25.7,,
849,1943-12-28,21.9,,
850,1943-12-29,25.1,,
851,1943-12-30,21.6,,
852,1943-12-31,23.9,,
853,1944-01-01,22.8,,
854,1944-01-02,23.2,,
855,1944-01-03,24.0,,
856,1944-01-04,26.0,,
857,1944-01-05,22.6,,
858,1944-01-06,21.6,,
859,1944-01-07,26.1,,
860,1944-01-08,22.5,,
861,1944-01-09,27.1,,
862,1944-01-10,24.2,,
863,1944-01-11,27.7,,
864,1944-01-12,26.3,,
865,1944-01-13,24.3,,
866,1944-01-14,24.9,,
867,1944-01-15,26.3,,
868,1944-01-16,25.1,,
869,1944-01-17,25.5,,
870,1944-01-18,22.5,,
871,1944-01-19,26.0,,
872,1944-01-20,26.5,,
873,1944-01-21,23.8,,
874,1944-01-22,23.2,,
875,1944-01-23,24.0,,
876,1944-01-24,25.1,,
877,1944-01-25,25.1,,
878,1944-01-26,25.6,,
879,1944-01-27,22.4,,
880,1944-01-28,21.4,,
881,1944-01-29,22.3,,
882,1944-01-30,22.0,,
883,1944-01-31,22.8,,
884,1944-02-01,24.9,,
885,1944-02-02,23.5,,
886,1944-02-03,24.5,,
887,1944-02-04,25.0,,
888,1944-02-05,25.7,,
889,1944-02-06,24.8,,
890,1944-02-07,25.4,,
891,1944-02-08,22.3,,
892,1944-02-09,21.8,,
893,1944-02-10,23.3,,
894,1944-02-11,23.4,,
895,1944-02-12,23.8,,
896,1944-02-13,22.3,,
897,1944-02-14,25.0,,
898,1944-02-15,25.5,,
899,1944-02-16,25.5,,
900,1944-02-17,24.8,,
901,1944-02-18,24.0,,
902,1944-02-19,24.3,,
903,1944-02-20,23.5,,
904,1944-02-21,24.2,,
905,1944-02-22,25.0,,
906,1944-02-23,24.7,,
907,1944-02-24,21.3,,
908,1944-02-25,21.3,,
909,1944-02-26,23.5,,
910,1944-02-27,24.3,,
911,1944-02-28,25.6,,
912,1944-02-29,25.7,,
913,1944-03-01,24.1,,
914,1944-03-02,25.7,,
915,1944-03-03,24.3,,
916,1944-03-04,23.4,,
917,1944-03-05,23.8,,
918,1944-03-06,21.0,,
919,1944-03-07,22.4,,
920,1944-03-08,22.8,,
921,1944-03-09,22.0,,
922,1944-03-10,20.1,,
923,1944-03-11,23.8,,
924,1944-03-12,20.9,,
925,1944-03-13,20.7,,
926,1944-03-14,23.6,,
927,1944-03-15,23.8,,
928,1944-03-16,24.0,,
929,1944-03-17,22.6,,
